Chromosome	Chromosome_Coord	FC_FWvsOC
groupXIII	13827119	1.266453752
groupXVIII	12920769	0.910338269
groupXIX	15314630	1.078600201
groupXI	10955049	0.939425166
groupVIII	15343726	0.955382828
groupXVII	14439788	1.197331377
groupXVIII	12933956	1.274113204
groupXIX	15321895	1.13563626
groupXV	11912570	0.8284321
groupXVIII	12953716	1.282028582
groupXX	13166628	0.976590867
groupXVII	14444551	1.151543886
groupXX	13185822	1.054744069
groupXII	15797102	0.861356401
groupVI	16427744	0.919192823
groupXIX	15327265	0.771097491
groupXVIII	12998687	0.932355141
groupXIX	15339935	0.879723178
groupVIII	15355467	0.999915712
groupXV	11939009	1.001562504
groupXIX	15343908	0.896511998
groupXIX	15345411	0.904685593
groupXIII	13869031	1.147552332
groupXII	15840044	1.257260911
groupXVIII	13109740	1.251677883
groupXV	11971571	1.073974397
groupXI	10969882	1.363287579
groupXVIII	13114409	1.326453858
groupXIX	15349633	0.880115364
groupI	14635226	1.11498434
groupXIX	15358926	0.998038014
groupXI	10984298	0.715851374
groupXII	15845652	1.389615949
groupXX	13202212	1.139263371
groupXIX	15372770	1.042590291
groupXVIII	13195964	1.521173411
groupXII	15855585	0.760893109
groupXX	13211780	1.130290515
groupI	14701621	0.888660329
groupVI	16493948	0.970109777
groupXII	15867404	0.53051261
groupXX	13215153	1.172898746
groupXIII	13884419	0.305752327
groupXVII	14461454	0.78980572
groupXII	15877297	0.790352824
groupVIII	15367886	0.902412081
groupXI	11195945	0.837005202
groupXVII	14467460	0.62839055
groupXIX	15393639	0.922691529
groupXI	11217704	1.011856799
groupVIII	15378886	0.739834823
groupVI	16511096	0.906317096
groupXVII	14490870	0.944013968
groupVI	16523952	0.90253914
groupXIX	15400090	0.862536941
groupXV	11993751	0.997842881
groupXIII	13891212	0.767523817
groupXIX	15404041	1.020854401
groupXIX	15442259	1.120132101
groupXX	13253553	0.926506775
groupXVII	14498578	0.989899519
groupVIII	15439948	1.322998001
groupXII	15901419	1.134421113
groupXX	13266653	1.006510052
groupI	14718527	1.024886801
groupXII	15905196	0.974550896
groupXIX	15453446	1.019797305
groupXII	15908805	0.993345182
groupI	14752201	0.96598137
groupXI	11230938	1.018656433
groupXX	13280431	1.02273839
groupVI	16605828	0.531376892
groupXVIII	13235790	0.307136144
groupVI	16605788	0.946900561
groupXV	12110566	0.920749776
groupVI	16644222	0.742974352
groupXVIII	13242889	1.628533041
groupI	14785481	1.066416253
groupXVIII	13250372	1.038531204
groupXVIII	13258729	1.300978883
groupXI	11249952	1.742439339
groupVI	16694192	1.132186098
groupXVII	14509625	0.956487761
groupXX	13287030	1.090574276
groupXV	12125343	1.023746085
groupXIII	13895407	1.039928324
groupXIII	13911707	1.050436057
groupXX	13298853	1.562530495
groupI	14813000	1.062792949
groupXX	13312497	0.890625441
groupXII	15957577	0.946131585
groupVI	16700393	0.654615657
groupXVIII	13276292	1.218152812
groupVI	16705272	1.289821051
groupXVIII	13281338	1.28266916
groupXII	15979774	0.86886543
groupXVII	14519397	1.05894073
groupI	14847713	0.907380236
groupVI	16709809	1.10780317
groupXV	12142844	0.852712252
groupVI	16722449	1.054610967
groupXII	15987062	0.896998114
groupXX	13327304	0.896546013
groupXII	15994490	0.961022503
groupXI	11253153	1.195183801
groupXX	13343779	0.968741241
groupXVIII	13290269	1.118575933
groupXII	16010139	0.935469787
groupXVII	14523522	1.049561702
groupXIII	14038826	0.856891521
groupXX	13354075	1.23158613
groupXV	12149109	0.923309678
groupXV	12160931	1.158868769
groupVI	16742411	0.959413736
groupXVIII	13330365	1.047980415
groupVIII	15445247	1.234309256
groupXI	11277928	1.020110844
groupXIX	15457891	1.087543428
groupXV	12163725	1.032322937
groupXVIII	13348855	2.739645313
groupXIII	14055544	0.948916913
groupXV	12169555	0.980488071
groupXI	11282964	1.088167796
groupXVII	14529726	1.028677919
groupVI	16751585	0.896043534
groupVIII	15448994	0.953675988
groupXII	16025083	1.056495577
groupXV	12177140	0.959242244
groupVI	16761514	0.920534499
groupVI	16767550	0.920052608
groupXIII	14071575	0.330307101
groupXII	16041741	0.811971398
groupVI	16774769	1.131942955
groupXIX	15461115	1.083590506
groupXII	16048579	0.784586242
groupXIX	15470043	1.06315984
groupVI	16779004	1.100303545
groupXIII	14112814	1.119771845
groupXIX	15482273	1.156029047
groupVI	16789460	1.137595827
groupXV	12189205	1.012191903
groupVIII	15457905	1.221242709
groupXVII	14546359	0.87526191
groupXIX	15515466	1.092631254
groupI	15019074	0.514774088
groupXII	16060253	1.02395603
groupI	15022624	0.687475454
groupXIX	15625492	0.929668917
groupXX	13366229	1.265856819
groupXIX	15685772	0.87290016
groupXV	12202022	1.347296624
groupXVIII	13376260	0.852375691
groupI	15132826	0.931840825
groupXII	16067751	0.950877948
groupXI	11350114	0.911246859
groupXX	13373419	2.903089804
groupXVIII	13381220	1.333065055
groupVI	16798516	1.146555588
groupXX	13389765	1.450371383
groupXIII	14213941	1.413040525
groupXX	13393383	1.138581056
groupI	15364699	1.998343707
groupXVIII	13383710	0.933524158
groupXX	13395889	1.287548307
groupXVIII	13387299	1.017987479
groupXI	11353660	0.989823883
groupXX	13408136	0.903182378
groupVIII	15466618	0.971120066
groupXVII	14555689	1.032291127
groupVI	16844612	0.998023278
groupI	15375957	1.187514898
groupXVII	14566604	1.108093614
groupXV	12211456	0.90360395
groupXVIII	13398161	1.198140653
groupVI	16849639	0.919072368
groupXII	16074232	1.123777645
groupXI	11357052	1.197181866
groupVI	16853412	0.968021403
groupXVII	14581496	0.778642083
groupXV	12222952	0.728455742
groupXI	11360693	1.073690359
groupXVIII	13405884	1.279113787
groupXVIII	13408007	1.170740468
groupXVIII	13418983	0.992204581
groupXI	11367073	1.167574491
groupXX	13420690	0.967614568
groupI	15389160	0.874849996
groupVIII	15475330	0.975205086
groupXIX	15698089	1.238284567
groupI	15439081	0.933572178
groupXV	12228700	1.347914726
groupVIII	15525261	1.154578599
groupXV	12242144	1.086051852
groupXVII	14587053	1.021004524
groupXI	11371989	1.198797614
groupXX	13444823	0.887804933
groupI	15509771	0.994355157
groupVIII	15610599	0.924045595
groupXVIII	13471961	1.251339781
groupXI	11378524	0.994920537
groupXVIII	13595697	1.275740646
groupXVIII	13603326	0.834689872
groupXI	11456502	1.158881389
groupXIII	14233543	1.001921025
groupXIX	15704176	1.059265628
groupXII	16079928	0.923419615
groupXX	13439885	1.067657608
groupXII	16086920	1.342283474
groupXX	13469959	0.897392494
groupI	15676559	0.953933929
groupXV	12257061	1.235006356
groupXVIII	13631208	0.705086631
groupXII	16100753	0.872156537
groupXX	13474733	0.90935403
groupXIII	14256373	0.812885763
groupVI	16859461	1.097582782
groupXVIII	13640147	1.090703844
groupXI	11450173	0.8820144
groupXI	11510775	0.896488375
groupI	15686052	1.027293055
groupVIII	15617676	0.944338822
groupVI	16867209	1.093950371
groupVIII	15627030	1.026268308
groupI	15710647	0.904206666
groupXIII	14275278	1.085662756
groupVIII	15639465	1.301199089
groupI	15723824	1.05841779
groupXV	12261607	1.116081425
groupI	15749629	1.000967822
groupVI	16955013	0.990072573
groupI	15770958	0.909887217
groupXX	13497990	1.105178514
groupXVIII	13758328	0.923251869
groupI	15786835	1.258984474
groupXV	12267719	0.610854315
groupXX	13515469	0.899678463
groupXIX	15715105	1.541967021
groupXIII	14340480	1.019931827
groupXX	13526945	0.609098328
groupXII	16137641	0.795167705
groupXX	13546407	1.780140796
groupXI	11575803	0.986577293
groupXX	13557986	4.497869182
groupXII	16147709	0.92386039
groupXX	13561861	0.46314429
groupXX	13586128	1.195094297
groupXII	16154221	0.921380921
groupXI	11587490	1.039908907
groupVIII	15665617	0.985973831
groupXII	16167249	0.966137319
groupXX	13599971	0.757664245
groupXIII	14372060	0.612493832
groupIII	35801	0.875235338
groupXVIII	13766002	0.965677232
groupVI	17030051	1.010462551
groupXII	16189922	0.71130703
groupXIII	14420565	0.870192085
groupI	15802339	0.863948576
groupIII	40914	1.240724244
groupXIII	14425582	0.97042183
groupIII	44705	1.517906129
groupXX	13613711	1.133603876
groupXVIII	13771120	1.21233516
groupI	15826953	0.79733271
groupI	15854632	1.043066412
groupIII	51920	1.293693984
groupIII	55705	2.19016001
groupXIX	15753616	0.621444063
groupVIII	15680968	0.970252985
groupIII	59957	1.106122629
groupXII	16452126	1.076985588
groupVI	17038670	0.917125257
groupVIII	15684702	1.002853465
groupVIII	15705688	0.926577385
groupXVIII	13802832	1.202587638
groupXIII	14430536	0.960951833
groupXV	12277304	0.856460881
groupXVIII	13861136	0.782701396
groupVIII	15713106	0.914200169
groupXI	11595153	0.751031995
groupXV	12284322	0.989738523
groupVI	17058352	0.982501072
groupXVIII	13981232	1.186202736
groupI	15883571	0.936186524
groupXIX	15762480	1.392002465
groupXI	11602155	0.941829609
groupXIII	14450798	1.102931356
groupXV	12335930	0.82221246
groupXIX	15772604	0.834091843
groupXX	13628118	1.244633506
groupVI	17076302	0.240969499
groupXVIII	14016217	0.927688989
groupXV	12357023	1.073930729
groupXIII	14472934	0.742180106
groupXIII	14475612	0.99285071
groupI	15893684	0.886109086
groupVIII	15718429	1.236543597
groupXI	11615741	0.746790565
groupXX	13647996	0.91381488
groupXV	12396498	0.89240272
groupXII	16458461	0.829743628
groupXVIII	14021850	1.03685911
groupI	15916108	1.035977608
groupXI	11627126	0.767401421
groupXVIII	14031756	0.760669996
groupXV	13030757	1.057694373
groupXII	16462895	0.95195873
groupXV	13044366	0.936945331
groupXIII	14488441	0.951839884
groupXI	11640995	1.019750806
groupXIII	14501069	0.93343104
groupXII	16468258	2.390386248
groupXIX	15778113	0.844083061
groupVIII	15756959	0.959844239
groupXX	13681451	1.0030249
groupXV	13050509	0.785021999
groupXVIII	14042101	0.873204936
groupXI	11645188	0.960818903
groupIII	61826	0.991328274
groupXII	16475035	1.157967668
groupXI	11652886	1.273619469
groupIII	65276	1.133388805
groupXX	13702342	1.194832923
groupXI	11662932	1.191405922
groupXIX	15778150	0.7095484
groupXX	13721275	1.084145767
groupXIX	15875172	1.048745842
groupXV	13064040	0.964075513
groupXI	11667816	0.915198742
groupXX	13727688	0.930698731
groupVIII	15769536	0.936928885
groupXIII	14528515	0.886177371
groupXVIII	14054243	1.645848108
groupXVIII	14057811	0.857989197
groupXI	11673530	0.891822464
groupXX	13876020	0.42807994
groupXIX	15919699	1.052019526
groupXX	13886796	0.993330771
groupXV	13070953	0.966281107
groupXVIII	14064606	0.912422403
groupXII	16483966	0.257110714
groupXV	13097003	0.891251422
groupXX	13894606	0.857971944
groupXIII	14563104	0.939540318
groupIII	68629	0.9799343
groupI	15936865	0.834722356
groupIII	70954	1.118165165
groupXVIII	14091033	0.841896688
groupXVIII	14147054	0.835683145
groupVIII	15782021	0.931231055
groupIII	74050	1.221048928
groupXIX	15929552	1.125478202
groupVIII	15827850	1.167056387
groupXIII	14584490	0.847640667
groupXVIII	14213680	1.159766727
groupXX	13974459	1.209685556
groupVIII	15832415	1.043768409
groupIII	79876	0.937802718
groupVIII	15895419	0.91930877
groupXII	16501855	0.974856154
groupXV	13139684	0.952672124
groupI	15981930	1.169049997
groupIII	89381	1.619562435
groupXII	16506472	1.838264744
groupXIII	14662689	1.205463715
groupI	15991050	1.162598463
groupI	16022484	1.465288832
groupXV	13143757	1.028397691
groupXX	14021465	1.767733744
groupXI	11705596	0.922130417
groupXI	11722646	1.027543532
groupXIX	15948635	1.127274573
groupXIX	15951859	1.342815341
groupXV	13147845	0.90116048
groupXIX	15964518	0.9376352
groupXI	11732556	1.410795581
groupXI	11735078	0.690999078
groupXV	13154443	1.147387437
groupXVIII	14276077	1.196643099
groupXI	11777673	0.979311139
groupXVIII	14288071	1.087382992
groupI	16059682	0.922289851
groupXIX	15986574	1.015224706
groupXI	11816695	0.804572696
groupXII	16513376	1.492477257
groupXI	11828675	0.415763316
groupXX	14039738	1.115870333
groupVIII	15932000	0.956328792
groupXIII	14678914	1.018090677
groupXI	11838715	3.120443559
groupXI	11849016	0.873896292
groupI	16063579	1.004914331
groupXVIII	14308453	1.089130751
groupI	16071021	0.789638082
groupIII	114238	1.05761469
groupXIII	14687971	0.70755127
groupXVIII	14339390	0.921216587
groupXIX	16059564	2.386472916
groupXVIII	14362519	1.453235044
groupXI	11894052	0.955882687
groupXV	13157955	1.140349698
groupVIII	15947020	0.890674898
groupXV	13168138	1.030057689
groupI	16095697	0.917743515
groupI	16101846	0.860569728
groupXI	11931400	1.058755861
groupXVIII	14379390	1.071351752
groupXIII	14693390	0.939579562
groupXI	11935849	0.955825053
groupXIII	14701206	1.418504918
groupXVIII	14408012	0.939004266
groupI	16136772	0.816510942
groupXV	13184232	1.114527183
groupXIX	16080549	1.202177677
groupXI	12067397	1.56176693
groupXIII	14708867	1.194834472
groupIII	129470	1.241921438
groupXIX	16085450	0.945785785
groupXVIII	14414648	1.127451281
groupXX	14239226	0.769847695
groupVIII	15972568	0.957321559
groupXI	12089845	1.154662546
groupXX	14248097	0.808073139
groupXV	13193844	0.998541869
groupXIII	14719869	1.013967303
groupI	16177706	0.871041914
groupI	16186849	0.827958868
groupI	16189109	0.922612173
groupXIII	14724872	1.066641022
groupIII	177958	0.966345815
groupI	16228030	0.915242373
groupI	16262104	0.851934056
groupVIII	15986253	0.677115542
groupXIII	14727833	1.014732155
groupXI	12086425	1.438415761
groupXX	14262430	1.229650237
groupXII	16632688	1.122025268
groupI	16312882	0.913465397
groupXV	13201217	1.236826048
groupXI	12102365	0.785745466
groupVIII	15988692	0.75216746
groupXIX	16219870	0.944234426
groupVIII	15992598	0.823736533
groupXIII	14733253	0.791786416
groupXII	16642544	0.855084726
groupI	16363894	0.883975656
groupXIX	16257308	0.955575767
groupXIII	14735621	1.114217881
groupXX	14322681	1.068371395
groupVIII	16071500	0.933513853
groupIII	183815	1.097426725
groupIII	188409	1.001103612
groupIII	208565	0.983760964
groupXX	14338572	2.46201509
groupXVIII	14422326	1.265978033
groupIII	232397	1.897065754
groupXVIII	14429652	0.77428638
groupIII	238933	1.085368739
groupXVIII	14439191	1.033028827
groupXI	12200965	1.023331237
groupXIII	14749041	0.960900233
groupVIII	16134809	0.935642505
groupXX	14358696	1.080018234
groupXII	16791887	1.010967318
groupI	16376830	0.935660008
groupXIX	16308492	1.268407758
groupVIII	16145612	1.036008049
groupXX	14366701	0.992584464
groupXI	12207475	0.434594024
groupXIII	14763133	0.99429818
groupI	16470936	0.768041338
groupXX	14379380	0.838338564
groupXIX	16350873	0.773502019
groupI	16494325	0.882263449
groupXV	13227671	0.918884619
groupXIII	14770742	0.987003106
groupXV	13240629	0.975536974
groupIII	247805	0.8285506
groupXIII	14773364	1.101756119
groupXIX	16430093	1.234150899
groupXV	13247114	1.496329135
groupI	16497147	1.091033148
groupXIII	14777636	0.987153447
groupXX	14451336	0.84463297
groupI	16506276	0.840436835
groupI	16505377	1.668255058
groupXX	14456348	1.338952133
groupI	16506961	0.309512443
groupXX	14462770	0.871729203
groupVIII	16161520	1.04092075
groupXI	12214115	0.71328999
groupI	16509576	0.819109242
groupXIII	14797277	0.856340638
groupVIII	16193260	1.010943354
groupXVIII	14452797	0.95332314
groupI	16515643	1.135928292
groupXI	12247480	0.848770445
groupI	16525869	1.163040194
groupXIX	16518849	1.010138995
groupI	16529613	1.549477337
groupXVIII	14497057	0.940569618
groupXX	14476683	0.905326873
groupXII	16877976	1.359141807
groupXX	14547585	0.858262266
groupVIII	16210613	0.97907086
groupI	16538533	1.006866946
groupXI	12296482	0.862136553
groupXIX	16547623	0.90584141
groupI	16545559	1.19963812
groupVIII	16219878	1.096600529
groupXV	13253737	0.911944009
groupXVIII	14508500	1.029476635
groupXI	12312490	0.072663617
groupXIII	14814276	1.026072759
groupXVIII	14514499	1.01444032
groupXIX	16553859	0.981280517
groupXV	13269256	1.113735583
groupXV	13285265	0.959593313
groupIII	258313	0.929913105
groupXIII	14827002	1.028177596
groupXII	16928276	1.012499039
groupVIII	16261903	0.967897704
groupXX	14595208	0.959266114
groupXIX	16558070	1.032238106
groupXV	13342096	1.133042497
groupXIII	14833482	1.224952613
groupXVIII	14519326	0.991394777
groupVIII	16268008	1.200094346
groupIII	266820	1.503314315
groupI	16568432	1.093300379
groupXII	16935612	1.157543366
groupXIII	14841427	1.210039442
groupXX	14631159	0.931225411
groupXIX	16591295	1.192261753
groupXX	14684534	0.927634785
groupXIX	16594352	1.242095053
groupXII	16960094	1.111912049
groupXIII	14856804	0.849701287
groupXV	13358697	1.018732061
groupXX	14704999	1.196529512
groupI	16580653	0.706083078
groupXII	16973658	1.217861757
groupXV	13373325	0.92171695
groupXI	12499983	1.146795248
groupXX	14719298	0.858976524
groupXII	16983788	1.13153007
groupIII	274198	0.700819971
groupXII	17003689	1.126185274
groupXVIII	14521184	1.08305096
groupXIX	16616282	1.150412968
groupIII	285047	1.0613461
groupXIII	14866505	0.898441858
groupXI	12508862	1.017679814
groupXV	13414223	0.933466832
groupI	16590572	1.332748495
groupIII	302181	1.356206537
groupXV	13735013	0.93757133
groupXI	12513704	1.350544306
groupXIX	16634443	1.055432539
groupXI	12517135	1.081338002
groupIII	310192	0.790965625
groupXI	12526884	1.029503887
groupXI	12530834	1.043842172
groupXI	12534509	0.779041158
groupXVIII	14744149	0.955770945
groupIII	314887	1.139242883
groupVIII	16300304	1.157015144
groupXIII	14934999	0.796193088
groupIII	321574	1.162531935
groupXVIII	14747299	0.951111102
groupXV	13743152	0.867784475
groupXVIII	14754782	0.997329381
groupXI	12538918	0.739861148
groupXIX	16643635	1.02604562
groupXVIII	14761089	1.368252894
groupVIII	16472299	1.029948759
groupIII	362790	1.963244944
groupXV	14106411	0.959667452
groupXI	12548237	1.29286453
groupIII	376195	0.726818508
groupVIII	16506928	1.25540493
groupXX	14856979	1.167519511
groupXVIII	14766066	1.991931182
groupXIX	16654055	0.75056754
groupXX	14866717	1.016466174
groupXIII	15314035	0.878693534
groupXI	12569118	1.050170031
groupIII	389256	1.031345233
groupXV	14112694	1.10904808
groupXIX	16668051	0.288998946
groupIII	400072	1.020505748
groupVIII	16514993	1.153456572
groupXIII	15334739	0.843116941
groupXX	14876100	0.999560915
groupXV	14125066	0.697231368
groupXX	14883309	0.893261773
groupI	16615143	1.118129526
groupXV	14146642	0.890338506
groupXI	12575107	1.045090369
groupXVIII	14776194	0.86807552
groupXX	14894644	0.680894027
groupXV	14159695	1.127012235
groupXIII	15344570	0.734149457
groupI	16628341	0.786179449
groupXIII	15354159	0.866112725
groupIII	424497	0.849791752
groupXIII	15366243	0.94128156
groupXVIII	14793168	0.717445523
groupXVIII	14816353	0.632910432
groupXVIII	14819394	0.744448666
groupVIII	16519897	1.593050509
groupXIX	16672785	0.816318752
groupXV	14207457	0.96524926
groupXX	14906991	1.277109856
groupXVIII	14976442	1.181317944
groupXIII	15378021	0.978207274
groupVIII	16523211	1.917818028
groupXI	12584990	0.918785763
groupXII	17170388	0.967679161
groupXVIII	14984722	1.187085927
groupXX	14919163	1.080201711
groupI	16663052	1.032526962
groupXI	12590114	0.915825218
groupXII	17235000	1.285392071
groupXIII	15383982	1.319126928
groupXIX	16686678	1.011699051
groupVIII	16528319	0.25403718
groupXIII	15424189	0.711992462
groupXI	12592907	1.39977768
groupVIII	16531037	0.44594419
groupXIII	15433920	1.146255538
groupXI	12595713	1.255641723
groupXII	17269423	0.850429839
groupXX	14938564	0.934272014
groupXV	14257918	0.995954042
groupVIII	16580750	0.930178532
groupXX	14967660	0.884498638
groupXV	14270645	0.984740441
groupXVIII	14998819	1.05450937
groupXI	12600019	1.052979099
groupXX	14977059	0.736274882
groupXIII	15438537	1.071382482
groupI	16703681	1.050861095
groupXV	14281168	1.154489297
groupXX	14992696	0.892339538
groupXVIII	15014288	1.142938789
groupVIII	16630967	0.90547964
groupXIX	16707944	0.76447996
groupIII	465401	1.021903694
groupI	16710231	0.974611534
groupXV	14296390	1.221219593
groupXIII	15445465	1.055856613
groupXIII	15456397	1.032611185
groupXIX	16720368	1.223627383
groupXI	12606279	0.87068587
groupI	16728559	1.102940612
groupXVIII	15030687	0.911012057
groupI	16739251	0.765878049
groupXI	12624803	0.935471308
groupI	16771056	1.074451535
groupVIII	16640147	1.106087466
groupXI	12629744	0.961143648
groupXX	15109872	1.025998558
groupXI	12633300	1.014367293
groupIII	472028	0.995672121
groupXVIII	15035757	0.544507032
groupI	16775503	0.759146972
groupXVIII	15041119	0.951859735
groupVIII	16650560	1.190663943
groupIII	478034	1.867701812
groupXII	17312562	1.131341908
groupXI	12642813	0.886854777
groupIII	487372	1.253770906
groupXV	14311653	1.084014786
groupVIII	16679125	0.826591792
groupXII	17338236	1.148101725
groupXIII	15584388	1.181351342
groupVIII	16687054	0.976921453
groupI	16787733	1.06464886
groupXII	17511371	1.028216072
groupXX	15117562	0.782786245
groupIII	506191	0.723818661
groupXVIII	15050082	0.968197599
groupXIII	15624117	1.268426955
groupXI	12650104	1.242197006
groupXII	17543646	1.079084482
groupI	16798312	1.017193608
groupXII	17551937	0.946808336
groupIII	539148	0.842249247
groupXII	17587095	1.163959107
groupXI	12663351	1.149041179
groupXX	15302908	0.791653827
groupXX	15311074	0.817783005
groupXV	14362409	1.102590103
groupI	16807322	0.893126865
groupIII	555229	0.906474627
groupXVIII	15060354	0.78467813
groupXX	15331782	0.889640752
groupVIII	16712697	1.054745152
groupXI	12675820	1.182239204
groupVIII	16792431	1.129958775
groupXIX	16727392	0.937043354
groupVIII	16796657	1.391596522
groupXX	15418703	0.923574712
groupXII	17642423	0.710388126
groupXX	15429510	0.969433963
groupXV	14451822	1.278939825
groupVIII	16844185	1.603974041
groupXVIII	15064724	1.03475687
groupXI	12678728	0.992595706
groupI	16813894	1.13939452
groupXIII	15650479	1.288902425
groupI	16816698	1.146729679
groupVIII	16873851	0.876370954
groupXIX	16733797	0.907435488
groupXX	15439026	1.301404257
groupXV	14866774	0.999469697
groupXIII	15669163	0.480591253
groupVIII	16888108	0.909859056
groupXI	12706232	1.179143323
groupXIX	16747316	1.312223812
groupXIII	15686812	1.40830341
groupXIII	15912236	1.070105747
groupXI	12711181	1.151634828
groupXIX	16771877	1.32668082
groupXVIII	15085090	1.029372545
groupVIII	16893867	0.71639214
groupXV	14879154	0.669144688
groupXVIII	15091163	0.797109861
groupIII	579767	1.043609271
groupXX	15445210	1.170562813
groupVIII	16934393	0.972771287
groupXX	15449966	1.121727419
groupXII	17648310	0.964904753
groupXX	15453818	1.307744822
groupXIII	15935931	1.580408933
groupXIII	15961400	1.006429825
groupXX	15468189	0.96800007
groupXVIII	15097489	0.902697665
groupXI	12716773	0.958772779
groupXV	14948333	1.324583239
groupIII	600851	0.34730169
groupXX	15472322	0.920876385
groupI	16832809	1.056142864
groupXX	15477959	0.628346104
groupXVIII	15104164	0.707871736
groupXIII	15977646	0.867914101
groupI	16843267	0.995086558
groupXVIII	15112950	1.034496244
groupIII	623138	0.993809892
groupXI	12722155	1.469337319
groupVIII	16953452	0.879022512
groupVIII	16955876	0.83985969
groupXII	17745059	0.902321786
groupIII	645546	0.944706711
groupXIII	16012375	1.033853754
groupXI	12732896	1.00681646
groupXII	17756711	0.967919682
groupVIII	16958821	1.381525395
groupIII	670227	0.876475007
groupXIX	16839996	4.107182815
groupXIII	16056916	0.930991622
groupVIII	16960859	0.953163913
groupXX	15488244	0.994344586
groupI	16875080	0.917606643
groupXVIII	15141798	1.008750404
groupXII	17842401	0.649106458
groupXI	12738395	1.234632594
groupXVIII	15161385	1.004160957
groupXIX	16856732	1.039621452
groupXVIII	15177394	0.893140059
groupXV	15452943	1.050137886
groupXII	17950916	0.313882685
groupXII	17973827	0.480204399
groupXII	17976895	1.090304424
groupXI	12743563	1.170152903
groupXIX	16871136	1.123619109
groupXI	12749240	1.043950603
groupXI	12753821	0.950953052
groupI	16967314	0.911040882
groupXI	12762149	0.815539286
groupXX	15628954	0.982185604
groupXII	18041785	1.00117546
groupXVIII	15207774	0.885193032
groupXVIII	15224578	0.913484508
groupI	16999091	0.92172703
groupXX	15644596	0.765146872
groupXIX	16886858	0.370943808
groupXX	15663159	1.137376053
groupI	17012220	1.006827239
groupXII	18051861	1.241756072
groupXII	18061466	0.960324652
groupXV	15525929	0.835465065
groupXX	15704146	1.14749321
groupXV	15544646	0.501494569
groupXVIII	15234066	0.687260185
groupXVIII	15251193	0.916269056
groupIII	696677	0.923163984
groupXIX	16897861	0.221718972
groupIII	705981	0.832519568
groupXII	18066858	0.875174388
groupXII	18069098	0.976838832
groupXV	15564052	1.049989075
groupIII	824390	0.877802205
groupXV	15585671	0.954597375
groupXIX	16935355	1.013156995
groupXX	15723291	0.862528437
groupI	17030814	0.744768648
groupXII	18076177	1.000888001
groupXX	15745802	0.819320621
groupXIX	16978681	0.631649057
groupXII	18080907	0.91597941
groupXX	15753443	0.945372511
groupXIX	17039945	0.990257124
groupIII	908582	1.265816107
groupXVIII	15259458	0.805023485
groupI	17062932	1.08194842
groupXVIII	15268596	0.872729672
groupXX	15789847	1.262782455
groupXIII	16083145	1.006728977
groupVIII	17142242	1.148423547
groupXX	15827902	1.075557033
groupI	17077763	1.173871271
groupIII	922419	1.237021002
groupXX	15870555	0.721938406
groupXIII	16090145	1.00263124
groupI	17084672	1.081946197
groupXII	18083464	0.963898037
groupXV	15607187	0.954659923
groupXII	18086305	1.146056995
groupXX	15878187	32.90809272
groupI	17100381	0.871951777
groupXII	18089967	0.95918289
groupXX	15884268	1.230231562
groupXII	18094048	1.095656168
groupVIII	17160497	0.861456139
groupXX	15896624	1.08911995
groupXI	12787546	1.046307163
groupXV	15617316	0.921579663
groupXVIII	15303640	0.939908966
groupXIII	16097477	0.91967255
groupXVIII	15311877	0.50995469
groupXX	15965187	0.925826532
groupXI	12801785	0.886605459
groupXIX	17074494	0.803527553
groupXX	15978800	0.792259484
groupIII	951095	1.169892225
groupXV	15671132	1.339975789
groupXII	18172170	1.137381493
groupI	17105011	1.002777446
groupXX	15982628	0.552845584
groupI	17136253	0.982285688
groupXVIII	15340019	0.719009331
groupXX	15991727	1.157536671
groupVIII	17174717	1.118814408
groupI	17161515	1.031313619
groupXIII	16124097	0.996038487
groupXIX	17253391	1.052756007
groupIII	958046	1.114009564
groupXX	16001987	1.116185233
groupXIX	17416879	0.932398706
groupXII	18193622	0.958120793
groupXVIII	15362940	0.874181835
groupXIX	17485722	0.907790213
groupXII	18204424	1.564539046
groupXII	18211912	0.893820375
groupVIII	17180443	0.943216421
groupXIX	17498073	0.872681233
groupVIII	17183265	1.079952884
groupXX	16008287	0.954399128
groupXV	15734803	0.72115515
groupIII	1020174	1.124700913
groupXVIII	15431535	0.878469818
groupXVIII	15440967	0.924582749
groupIII	1092838	0.661743411
groupI	17196886	1.232251029
groupXIX	17516850	1.020993019
groupXX	16017737	0.86082728
groupXIX	17531392	0.9569717
groupXV	15932817	0.97199682
groupXVIII	15447408	1.078022686
groupI	17228350	0.753313799
groupXI	12815424	1.159488168
groupXVIII	15456867	0.918259783
groupVIII	17194322	0.805442438
groupXV	15961983	0.958904009
groupXVIII	15466906	0.734715568
groupI	17262008	0.768489779
groupVIII	17202957	1.728817941
groupXVIII	15472367	0.979986396
groupVIII	17208253	0.457230444
groupXIII	16136254	1.121945728
groupXV	15972063	1.079085103
groupXVIII	15479584	1.316598186
groupXII	18220708	1.01562082
groupXI	12829639	0.734321781
groupI	17308285	0.891422518
groupXX	16033273	1.222711955
groupXIII	16157293	1.026096818
groupXII	18228795	1.510685297
groupXX	16056260	1.048422496
groupXV	15981065	1.159077551
groupXI	12836957	1.04549337
groupVIII	17231077	0.912728337
groupXII	18256024	1.169876095
groupIII	1105505	0.993569895
groupXIII	16176227	0.785648789
groupXI	12836443	1.663323798
groupXIII	16268111	0.945857082
groupI	17332263	1.132027192
